ID,GENERAL,ORDER DATE ,ORDER CODE ,SELLER DEPARTMENT ID,SELLER DEPARTMENT CODE ,SELLER DEPARTMENT NA ,SELLER DEPARTMENT TERRITORY,,,,,,,,buyer_badge_name,buyer_badge_discount,product_id,base_product_id,product_sku,product_name,product_brand_id,product_brand_name,product_category_id,product_category_name,order_qty,unit_price,subtotal,discount,custom_discount,amount,created_id,created_code,created_name,managed_territory,order_status,latest_status,units,unit1,unit2,unit3,unit4,unit5,free_with,free_with_product_name,free_with_product_sku,promotion_id,created_at,updated_at,,
1580760,191957,2024-05-17,20240517S42B17135,42,DHK180184,Ryan International,62,17135,R6QX+M5F1011,মায়েম স্টোর,1573,1,1,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,6,30,180,0,0,180,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-18 13:08:15,2024-05-18 13:08:15,,
1580759,191957,2024-05-17,20240517S42B17135,42,DHK180184,Ryan International,62,17135,R6QX+M5F1011,মায়েম স্টোর,1573,1,1,1,General,0,53,53,FG0303252231,পাউন্ড চকলেট - ২৮০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,2,118,236,0,0,236,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-18 13:08:15,2024-05-18 13:08:15,,
1580758,191957,2024-05-17,20240517S42B17135,42,DHK180184,Ryan International,62,17135,R6QX+M5F1011,মায়েম স্টোর,1573,1,1,1,General,0,52,52,FG0303252131,পাউন্ড ভ্যানিলা - ২৮০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,2,118,236,0,0,236,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-18 13:08:15,2024-05-18 13:08:15,,
1580757,191956,2024-05-17,20240517S42B17132,42,DHK180184,Ryan International,62,17132,41010,সফি কফি হাউজ,1573,1,2,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,1,30,30,0,0,30,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-18 13:08:15,2024-05-18 13:08:15,,
1580756,191956,2024-05-17,20240517S42B17132,42,DHK180184,Ryan International,62,17132,41010,সফি কফি হাউজ,1573,1,2,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,3,30,90,0,0,90,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-18 13:08:15,2024-05-18 13:08:15,,
1580755,191956,2024-05-17,20240517S42B17132,42,DHK180184,Ryan International,62,17132,41010,সফি কফি হাউজ,1573,1,2,1,General,0,68,68,FG0305192132,ভ্যানিলা সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,24,8.5,204,0,0,204,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-18 13:08:15,2024-05-18 13:08:15,,
1580754,191956,2024-05-17,20240517S42B17132,42,DHK180184,Ryan International,62,17132,41010,সফি কফি হাউজ,1573,1,2,1,General,0,69,69,FG0305192232,চকলেট সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,24,8.5,204,0,0,204,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-18 13:08:15,2024-05-18 13:08:15,,
1580753,191955,2024-05-17,20240517S42B17128,42,DHK180184,Ryan International,62,17128,R6QW+XX4007,মা এন্টারপ্রাইজ,1573,1,1,1,General,0,52,52,FG0303252131,পাউন্ড ভ্যানিলা - ২৮০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,2,118,236,0,0,236,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-18 13:08:15,2024-05-18 13:08:15,,
1580752,191882,2024-05-06,20240506S42B9378,42,DHK180184,Ryan International,62,9378,radiocolony21,কেয়া জেনারেল স্টোর,1576,1,1,1,General,0,69,69,FG0305192232,চকলেট সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580751,191882,2024-05-06,20240506S42B9378,42,DHK180184,Ryan International,62,9378,radiocolony21,কেয়া জেনারেল স্টোর,1576,1,1,1,General,0,68,68,FG0305192132,ভ্যানিলা সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580750,191881,2024-05-06,20240506S42B21073,42,DHK180184,Ryan International,62,21073,radiocolony044,শুভ স্টোর,1576,1,1,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,4,30,120,0,0,120,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580749,191880,2024-05-06,20240506S42B5584,42,DHK180184,Ryan International,62,5584,radiocolony011,মজুমদার ভ্যারাইটিজ স্টোর,1576,1,1,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,6,30,180,0,0,180,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580748,191879,2024-05-06,20240506S42B33184,42,DHK180184,Ryan International,62,33184,O2461695536084005,তৌকির স্টোর,1576,1,1,1,General,0,68,68,FG0305192132,ভ্যানিলা সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,24,8.5,204,0,0,204,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580747,191879,2024-05-06,20240506S42B33184,42,DHK180184,Ryan International,62,33184,O2461695536084005,তৌকির স্টোর,1576,1,1,1,General,0,69,69,FG0305192232,চকলেট সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580746,191878,2024-05-06,20240506S42B9271,42,DHK180184,Ryan International,62,9271,radiocolony019,খান জেনারেল স্টোর,1576,1,1,1,General,0,19,19,FG0304252732,ড্রাই কেক - ৩০০ গ্রাম,1,Dan Foods Limited,6,Dry Cake,2,141,282,0,0,282,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580745,191877,2024-05-06,20240506S42B9506,42,DHK180184,Ryan International,62,9506,radiocolony22,হাবিব জেনারেল স্টোর,1576,1,1,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,3,30,90,0,0,90,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580744,191877,2024-05-06,20240506S42B9506,42,DHK180184,Ryan International,62,9506,radiocolony22,হাবিব জেনারেল স্টোর,1576,1,1,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,3,30,90,0,0,90,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580743,191876,2024-05-06,20240506S42B33186,42,DHK180184,Ryan International,62,33186,O2461695537554077,মীম ভ্যারাইটিজ,1576,1,2,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,6,30,180,0,0,180,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580742,191875,2024-05-06,20240506S42B21083,42,DHK180184,Ryan International,62,21083,radiocolony045,আল ইব্রাহিম জেনারেল স্টোর,1576,1,1,1,General,0,69,69,FG0305192232,চকলেট সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580741,191875,2024-05-06,20240506S42B21083,42,DHK180184,Ryan International,62,21083,radiocolony045,আল ইব্রাহিম জেনারেল স্টোর,1576,1,1,1,General,0,68,68,FG0305192132,ভ্যানিলা সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580740,191875,2024-05-06,20240506S42B21083,42,DHK180184,Ryan International,62,21083,radiocolony045,আল ইব্রাহিম জেনারেল স্টোর,1576,1,1,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,3,30,90,0,0,90,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580739,191875,2024-05-06,20240506S42B21083,42,DHK180184,Ryan International,62,21083,radiocolony045,আল ইব্রাহিম জেনারেল স্টোর,1576,1,1,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,3,30,90,0,0,90,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580738,191875,2024-05-06,20240506S42B21083,42,DHK180184,Ryan International,62,21083,radiocolony045,আল ইব্রাহিম জেনারেল স্টোর,1576,1,1,1,General,0,53,53,FG0303252231,পাউন্ড চকলেট - ২৮০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,2,118,236,0,0,236,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580737,191875,2024-05-06,20240506S42B21083,42,DHK180184,Ryan International,62,21083,radiocolony045,আল ইব্রাহিম জেনারেল স্টোর,1576,1,1,1,General,0,52,52,FG0303252131,পাউন্ড ভ্যানিলা - ২৮০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,2,118,236,0,0,236,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580736,191874,2024-05-06,20240506S42B22584,42,DHK180184,Ryan International,62,22584,radiocolony057,সম্রাট এন্ড সোহানা জেনারেল স্টোর,1576,1,1,1,General,0,69,69,FG0305192232,চকলেট সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580735,191873,2024-05-06,20240506S42B17115,42,DHK180184,Ryan International,62,17115,R6RW+VCJ001,আল্লাহদান,1573,1,2,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,3,30,90,0,0,90,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580734,191873,2024-05-06,20240506S42B17115,42,DHK180184,Ryan International,62,17115,R6RW+VCJ001,আল্লাহদান,1573,1,2,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,3,30,90,0,0,90,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580733,191872,2024-05-06,20240506S42B33371,42,DHK180184,Ryan International,62,33371,O2461697349784189,আশরাফুল জেনারেল স্টোর,3601,1,1,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,6,30,180,0,0,180,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580732,191872,2024-05-06,20240506S42B33371,42,DHK180184,Ryan International,62,33371,O2461697349784189,আশরাফুল জেনারেল স্টোর,3601,1,1,1,General,0,61,61,FG0303142132,পাউন্ড ভ্যানিলা - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,6,30,180,0,0,180,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580731,191871,2024-05-06,20240506S42B21053,42,DHK180184,Ryan International,62,21053,radiocolony041,গ্রাম বাংলা জেনারেল স্টোর,1576,1,1,1,General,0,69,69,FG0305192232,চকলেট সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580730,191871,2024-05-06,20240506S42B21053,42,DHK180184,Ryan International,62,21053,radiocolony041,গ্রাম বাংলা জেনারেল স্টোর,1576,1,1,1,General,0,68,68,FG0305192132,ভ্যানিলা সিঙ্গেল স্লাইস - ১৮ গ্রাম,1,Dan Foods Limited,12,Sliced Cake,12,8.5,102,0,0,102,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580729,191870,2024-05-06,20240506S42B5364,42,DHK180184,Ryan International,62,5364,radiocolony004,সোয়াদ জেনারেল স্টোর,1576,1,1,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,6,30,180,0,0,180,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
1580728,191869,2024-05-06,20240506S42B5371,42,DHK180184,Ryan International,62,5371,radiocolony005,সিজান জেনারেল স্টোর,1576,1,1,1,General,0,62,62,FG0303142232,পাউন্ড চকলেট - ৭০ গ্রাম,1,Dan Foods Limited,10,Pound Cake,3,30,90,0,0,90,246,SND0111166081,Milton Mondol,202,accepted,NULL,[],NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2024-05-07 16:07:20,2024-05-07 16:07:20,,
